;index;file;start_times;stop_times;check_timings;duration;phase;who;voc_type;category1_M;category2_M;category1_F;category2_F;agr_cat1;agr_cat2;"Garde (0;1)";"Langue entendue (F;Autre)";"Langue parlée (1;2)";"bababa (0;1;2)";"bodaga (0;1;2)";"imitation (0;1;2)";"pointer doigt (0;1)";pretend play score (x/7);social gesture score (x/7);words understood (x/139);words spoken (x/139);word spoken all;"combiner mots 0;1;2";sentiments (x/4);expressions (x/5);"Reco miroir (0;1;2)";"attire attention soi (0;1;2)";"aime/aime pas (0;1;2)";"reco photo (0;1;2)";"attire attention actions (0;1;2)";Unnamed: 34;coded;audio_order;BB;delete_group;merge_group;cond;BBvoc_NM;BBvoc_M;othersound_NM;othersound_M
1361;1361;BB69_6M_1605_m100_NM;93.074;93.73;3.4059999999999917;0.656;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1984.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_93.07_to_93.73;/BB/BL/BB69_6M_1605_m100_93.07_to_93.73_BL;/other/BL/BB69_6M_1605_m100_NM_92.4_to_93.07;/other/BL/BB69_6M_1605_m100_92.4_to_93.07_BL
1362;1362;BB69_6M_1605_m100_NM;97.136;97.433;2.5749999999999886;0.297;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1985.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_97.14_to_97.43;/BB/BL/BB69_6M_1605_m100_97.14_to_97.43_BL;/other/BL/BB69_6M_1605_m100_NM_93.73_to_97.14;/other/BL/BB69_6M_1605_m100_93.73_to_97.14_BL
1363;1363;BB69_6M_1605_m100_NM;100.008;100.454;3.7050000000000125;0.446;BL;UnS;;UnS;;N;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1986.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_100.01_to_100.45;/BB/BL/BB69_6M_1605_m100_100.01_to_100.45_BL;/other/BL/BB69_6M_1605_m100_NM_97.43_to_100.01;/other/BL/BB69_6M_1605_m100_97.43_to_100.01_BL
1364;1364;BB69_6M_1605_m100_NM;104.159;104.748;1.4509999999999934;0.589;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1987.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_104.16_to_104.75;/BB/BL/BB69_6M_1605_m100_104.16_to_104.75_BL;/other/BL/BB69_6M_1605_m100_NM_100.45_to_104.16;/other/BL/BB69_6M_1605_m100_100.45_to_104.16_BL
1365;1365;BB69_6M_1605_m100_NM;106.199;108.302;4.410999999999987;2.103;BL;B;V;B;V;B;L;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1988.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_106.2_to_108.3;/BB/BL/BB69_6M_1605_m100_106.2_to_108.3_BL;/other/BL/BB69_6M_1605_m100_NM_104.75_to_106.2;/other/BL/BB69_6M_1605_m100_104.75_to_106.2_BL
1366;1366;BB69_6M_1605_m100_NM;112.713;113.884;0.992999999999995;1.171;BL;M;;M;;B;VS;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1989.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_112.71_to_113.88;/BB/BL/BB69_6M_1605_m100_112.71_to_113.88_BL;/other/BL/BB69_6M_1605_m100_NM_108.3_to_112.71;/other/BL/BB69_6M_1605_m100_108.3_to_112.71_BL
1367;1367;BB69_6M_1605_m100_NM;114.877;116.867;2.6430000000000007;1.99;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1990.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_114.88_to_116.87;/BB/BL/BB69_6M_1605_m100_114.88_to_116.87_BL;/other/BL/BB69_6M_1605_m100_NM_113.88_to_114.88;/other/BL/BB69_6M_1605_m100_113.88_to_114.88_BL
1368;1368;BB69_6M_1605_m100_NM;119.51;120.011;1.4080000000000013;0.501;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1991.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_119.51_to_120.01;/BB/BL/BB69_6M_1605_m100_119.51_to_120.01_BL;/other/BL/BB69_6M_1605_m100_NM_116.87_to_119.51;/other/BL/BB69_6M_1605_m100_116.87_to_119.51_BL
1369;1369;BB69_6M_1605_m100_NM;121.419;122.006;1.9860000000000042;0.587;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1992.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_121.42_to_122.01;/BB/BL/BB69_6M_1605_m100_121.42_to_122.01_BL;/other/BL/BB69_6M_1605_m100_NM_120.01_to_121.42;/other/BL/BB69_6M_1605_m100_120.01_to_121.42_BL
1370;1370;BB69_6M_1605_m100_NM;123.992;124.345;5.125;0.353;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1993.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_123.99_to_124.34;/BB/BL/BB69_6M_1605_m100_123.99_to_124.34_BL;/other/BL/BB69_6M_1605_m100_NM_122.01_to_123.99;/other/BL/BB69_6M_1605_m100_122.01_to_123.99_BL
1371;1371;BB69_6M_1605_m100_NM;129.47;130.547;1.632000000000005;1.077;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1994.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_129.47_to_130.55;/BB/BL/BB69_6M_1605_m100_129.47_to_130.55_BL;/other/BL/BB69_6M_1605_m100_NM_124.34_to_129.47;/other/BL/BB69_6M_1605_m100_124.34_to_129.47_BL
1372;1372;BB69_6M_1605_m100_NM;132.179;132.721;1.1129999999999995;0.542;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1995.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_132.18_to_132.72;/BB/BL/BB69_6M_1605_m100_132.18_to_132.72_BL;/other/BL/BB69_6M_1605_m100_NM_130.55_to_132.18;/other/BL/BB69_6M_1605_m100_130.55_to_132.18_BL
1373;1373;BB69_6M_1605_m100_NM;133.834;134.332;2.0030000000000143;0.498;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1996.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_133.83_to_134.33;/BB/BL/BB69_6M_1605_m100_133.83_to_134.33_BL;/other/BL/BB69_6M_1605_m100_NM_132.72_to_133.83;/other/BL/BB69_6M_1605_m100_132.72_to_133.83_BL
1374;1374;BB69_6M_1605_m100_NM;136.335;136.49;3.2809999999999775;0.155;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1997.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_136.34_to_136.49;/BB/BL/BB69_6M_1605_m100_136.34_to_136.49_BL;/other/BL/BB69_6M_1605_m100_NM_134.33_to_136.34;/other/BL/BB69_6M_1605_m100_134.33_to_136.34_BL
1375;1375;BB69_6M_1605_m100_NM;139.771;140.259;9.844000000000023;0.488;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1998.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_139.77_to_140.26;/BB/BL/BB69_6M_1605_m100_139.77_to_140.26_BL;/other/BL/BB69_6M_1605_m100_NM_136.49_to_139.77;/other/BL/BB69_6M_1605_m100_136.49_to_139.77_BL
1376;1376;BB69_6M_1605_m100_NM;150.103;150.923;5.9879999999999995;0.82;BL;B;V;B;V;B;L;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1999.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_150.1_to_150.92;/BB/BL/BB69_6M_1605_m100_150.1_to_150.92_BL;/other/BL/BB69_6M_1605_m100_NM_140.26_to_150.1;/other/BL/BB69_6M_1605_m100_140.26_to_150.1_BL
1377;1377;BB69_6M_1605_m100_NM;156.911;157.969;18.542;1.058;BL;B;B;B;B;B;L;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2000.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_156.91_to_157.97;/BB/BL/BB69_6M_1605_m100_156.91_to_157.97_BL;/other/BL/BB69_6M_1605_m100_NM_150.92_to_156.91;/other/BL/BB69_6M_1605_m100_150.92_to_156.91_BL
1378;1378;BB69_6M_1605_m100_NM;176.511;176.729;2.1999999999999886;0.218;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2001.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_176.51_to_176.73;/BB/BL/BB69_6M_1605_m100_176.51_to_176.73_BL;/other/BL/BB69_6M_1605_m100_NM_157.97_to_176.51;/other/BL/BB69_6M_1605_m100_157.97_to_176.51_BL
1380;1380;BB69_6M_1605_m100_NM;178.929;181.107;5.3230000000000075;0.766;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2003.0;69;;1.0;m100;/BB/BL/BB69_6M_1605_m100_NM_178.93_to_181.11;/BB/BL/BB69_6M_1605_m100_178.93_to_181.11_BL;/other/BL/BB69_6M_1605_m100_NM_176.73_to_178.93;/other/BL/BB69_6M_1605_m100_176.73_to_178.93_BL
1381;1381;BB69_6M_1605_m100_NM;186.43;187.932;0.5790000000000077;1.502;BL;B;B;B;B;B;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2004.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_186.43_to_187.93;/BB/BL/BB69_6M_1605_m100_186.43_to_187.93_BL;/other/BL/BB69_6M_1605_m100_NM_181.11_to_186.43;/other/BL/BB69_6M_1605_m100_181.11_to_186.43_BL
1382;1382;BB69_6M_1605_m100_NM;188.511;188.771;19.976000000000028;0.26;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2005.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_188.51_to_188.77;/BB/BL/BB69_6M_1605_m100_188.51_to_188.77_BL;/other/BL/BB69_6M_1605_m100_NM_187.93_to_188.51;/other/BL/BB69_6M_1605_m100_187.93_to_188.51_BL
1383;1383;BB69_6M_1605_m100_NM;208.747;208.992;15.079000000000008;0.245;BL;N;;N;;N;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2006.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_208.75_to_208.99;/BB/BL/BB69_6M_1605_m100_208.75_to_208.99_BL;/other/BL/BB69_6M_1605_m100_NM_188.77_to_208.75;/other/BL/BB69_6M_1605_m100_188.77_to_208.75_BL
1384;1384;BB69_6M_1605_m100_NM;224.071;225.29;0.025000000000005684;0.137;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2007.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_224.07_to_225.29;/BB/BL/BB69_6M_1605_m100_224.07_to_225.29_BL;/other/BL/BB69_6M_1605_m100_NM_208.99_to_224.07;/other/BL/BB69_6M_1605_m100_208.99_to_224.07_BL
1385;1385;BB69_6M_1605_m100_NM;225.315;225.5;21.460000000000008;0.672;BL;B;L;T;L;B;L;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2008.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_225.32_to_225.5;/BB/BL/BB69_6M_1605_m100_225.32_to_225.5_BL;/other/BL/BB69_6M_1605_m100_NM_225.29_to_225.32;/other/BL/BB69_6M_1605_m100_225.29_to_225.32_BL
1386;1386;BB69_6M_1605_m100_NM;246.96;247.24;7.780000000000001;0.896;BL;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2009.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_246.96_to_247.24;/BB/BL/BB69_6M_1605_m100_246.96_to_247.24_BL;/other/BL/BB69_6M_1605_m100_NM_225.5_to_246.96;/other/BL/BB69_6M_1605_m100_225.5_to_246.96_BL
1387;1387;BB69_6M_1605_m100_NM;255.02;256.27;2.2900000000000205;1.554;BL;B;B;B;B;B;B;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2010.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_255.02_to_256.27;/BB/BL/BB69_6M_1605_m100_255.02_to_256.27_BL;/other/BL/BB69_6M_1605_m100_NM_247.24_to_255.02;/other/BL/BB69_6M_1605_m100_247.24_to_255.02_BL
1388;1388;BB69_6M_1605_m100_NM;258.56;260.4;5.093000000000018;2.069;EXP;B;B;B;B;B;B;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2011.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_258.56_to_260.4;/BB/EXP/BB69_6M_1605_m100_258.56_to_260.4_EXP;/other/EXP/BB69_6M_1605_m100_NM_256.27_to_258.56;/other/EXP/BB69_6M_1605_m100_256.27_to_258.56_EXP
1389;1389;BB69_6M_1605_m100_NM;265.493;267.8;0.09399999999999409;2.049;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2012.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_265.49_to_267.8;/BB/EXP/BB69_6M_1605_m100_265.49_to_267.8_EXP;/other/EXP/BB69_6M_1605_m100_NM_260.4_to_265.49;/other/EXP/BB69_6M_1605_m100_260.4_to_265.49_EXP
1390;1390;BB69_6M_1605_m100_NM;267.894;268.81;2.5299999999999727;0.916;EXP;B;B;B;B;B;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2013.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_267.89_to_268.81;/BB/EXP/BB69_6M_1605_m100_267.89_to_268.81_EXP;/other/EXP/BB69_6M_1605_m100_NM_267.8_to_267.89;/other/EXP/BB69_6M_1605_m100_267.8_to_267.89_EXP
1391;1391;BB69_6M_1605_m100_NM;271.34;273.09;0.03000000000002956;2.049;EXP;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2012.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_271.34_to_273.09;/BB/EXP/BB69_6M_1605_m100_271.34_to_273.09_EXP;/other/EXP/BB69_6M_1605_m100_NM_268.81_to_271.34;/other/EXP/BB69_6M_1605_m100_268.81_to_271.34_EXP
1392;1392;BB69_6M_1605_m100_NM;273.12;273.49;4.413000000000011;3.127;EXP;B;pB;T;B;T;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2014.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_273.12_to_273.49;/BB/EXP/BB69_6M_1605_m100_273.12_to_273.49_EXP;/other/EXP/BB69_6M_1605_m100_NM_273.09_to_273.12;/other/EXP/BB69_6M_1605_m100_273.09_to_273.12_EXP
1393;1393;BB69_6M_1605_m100_NM;277.903;279.557;1.9049999999999727;1.654;EXP;B;B;B;B;B;B;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2015.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_277.9_to_279.56;/BB/EXP/BB69_6M_1605_m100_277.9_to_279.56_EXP;/other/EXP/BB69_6M_1605_m100_NM_273.49_to_277.9;/other/EXP/BB69_6M_1605_m100_273.49_to_277.9_EXP
1394;1394;BB69_6M_1605_m100_NM;281.462;283.71;5.382000000000005;2.248;EXP;B;B;B;B;B;B;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2016.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_281.46_to_283.71;/BB/EXP/BB69_6M_1605_m100_281.46_to_283.71_EXP;/other/EXP/BB69_6M_1605_m100_NM_279.56_to_281.46;/other/EXP/BB69_6M_1605_m100_279.56_to_281.46_EXP
1396;1396;BB69_6M_1605_m100_NM;289.092;290.239;0.10900000000003729;0.116;EXP;B;VS;B;VS;N;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2018.0;69;;1.0;m100;/BB/EXP/BB69_6M_1605_m100_NM_289.09_to_290.24;/BB/EXP/BB69_6M_1605_m100_289.09_to_290.24_EXP;/other/EXP/BB69_6M_1605_m100_NM_283.71_to_289.09;/other/EXP/BB69_6M_1605_m100_283.71_to_289.09_EXP
1397;1397;BB69_6M_1605_m100_NM;290.348;291.349;3.768000000000029;1.001;EXP;B;V;B;V;B;VS;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2019.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_290.35_to_291.35;/BB/EXP/BB69_6M_1605_m100_290.35_to_291.35_EXP;/other/EXP/BB69_6M_1605_m100_NM_290.24_to_290.35;/other/EXP/BB69_6M_1605_m100_290.24_to_290.35_EXP
1398;1398;BB69_6M_1605_m100_NM;295.117;295.701;2.6299999999999955;0.584;EXP;B;V;B;V;B;VS;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2020.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_295.12_to_295.7;/BB/EXP/BB69_6M_1605_m100_295.12_to_295.7_EXP;/other/EXP/BB69_6M_1605_m100_NM_291.35_to_295.12;/other/EXP/BB69_6M_1605_m100_291.35_to_295.12_EXP
1399;1399;BB69_6M_1605_m100_NM;298.331;298.454;3.0570000000000164;0.123;EXP;N;;N;;N;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2021.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_298.33_to_298.45;/BB/EXP/BB69_6M_1605_m100_298.33_to_298.45_EXP;/other/EXP/BB69_6M_1605_m100_NM_295.7_to_298.33;/other/EXP/BB69_6M_1605_m100_295.7_to_298.33_EXP
1400;1400;BB69_6M_1605_m100_NM;301.511;302.512;5.500999999999976;1.001;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2022.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_301.51_to_302.51;/BB/EXP/BB69_6M_1605_m100_301.51_to_302.51_EXP;/other/EXP/BB69_6M_1605_m100_NM_298.45_to_301.51;/other/EXP/BB69_6M_1605_m100_298.45_to_301.51_EXP
1401;1401;BB69_6M_1605_m100_NM;308.013;308.894;2.084000000000003;0.881;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2023.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_308.01_to_308.89;/BB/EXP/BB69_6M_1605_m100_308.01_to_308.89_EXP;/other/EXP/BB69_6M_1605_m100_NM_302.51_to_308.01;/other/EXP/BB69_6M_1605_m100_302.51_to_308.01_EXP
1402;1402;BB69_6M_1605_m100_NM;310.978;311.11;19.387;0.132;EXP;B;VS;B;VS;N;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2024.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_310.98_to_311.11;/BB/EXP/BB69_6M_1605_m100_310.98_to_311.11_EXP;/other/EXP/BB69_6M_1605_m100_NM_308.89_to_310.98;/other/EXP/BB69_6M_1605_m100_308.89_to_310.98_EXP
1403;1403;BB69_6M_1605_m100_NM;330.497;331.813;6.079000000000008;1.316;EXP;B;V;B;V;B;L;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2025.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_330.5_to_331.81;/BB/EXP/BB69_6M_1605_m100_330.5_to_331.81_EXP;/other/EXP/BB69_6M_1605_m100_NM_311.11_to_330.5;/other/EXP/BB69_6M_1605_m100_311.11_to_330.5_EXP
1404;1404;BB69_6M_1605_m100_NM;337.892;338.656;1.4189999999999827;0.764;EXP;B;V;B;V;B;L;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2026.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_337.89_to_338.66;/BB/EXP/BB69_6M_1605_m100_337.89_to_338.66_EXP;/other/EXP/BB69_6M_1605_m100_NM_331.81_to_337.89;/other/EXP/BB69_6M_1605_m100_331.81_to_337.89_EXP
1406;1406;BB69_6M_1605_m100_NM;340.075;340.465;0.4519999999999982;0.172;EXP;B;VS;B;VS;N;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2028.0;69;;1.0;m100;/BB/EXP/BB69_6M_1605_m100_NM_340.08_to_340.46;/BB/EXP/BB69_6M_1605_m100_340.08_to_340.46_EXP;/other/EXP/BB69_6M_1605_m100_NM_338.66_to_340.08;/other/EXP/BB69_6M_1605_m100_338.66_to_340.08_EXP
1407;1407;BB69_6M_1605_m100_NM;340.917;341.992;3.086999999999989;1.075;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2029.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_340.92_to_341.99;/BB/EXP/BB69_6M_1605_m100_340.92_to_341.99_EXP;/other/EXP/BB69_6M_1605_m100_NM_340.46_to_340.92;/other/EXP/BB69_6M_1605_m100_340.46_to_340.92_EXP
1408;1408;BB69_6M_1605_m100_NM;345.079;345.428;5.2450000000000045;0.349;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2030.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_345.08_to_345.43;/BB/EXP/BB69_6M_1605_m100_345.08_to_345.43_EXP;/other/EXP/BB69_6M_1605_m100_NM_341.99_to_345.08;/other/EXP/BB69_6M_1605_m100_341.99_to_345.08_EXP
1409;1409;BB69_6M_1605_m100_NM;350.673;352.097;0.36100000000004684;1.424;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2031.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_350.67_to_352.1;/BB/EXP/BB69_6M_1605_m100_350.67_to_352.1_EXP;/other/EXP/BB69_6M_1605_m100_NM_345.43_to_350.67;/other/EXP/BB69_6M_1605_m100_345.43_to_350.67_EXP
1410;1410;BB69_6M_1605_m100_NM;352.458;353.732;0.8559999999999945;1.274;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2032.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_352.46_to_353.73;/BB/EXP/BB69_6M_1605_m100_352.46_to_353.73_EXP;/other/EXP/BB69_6M_1605_m100_NM_352.1_to_352.46;/other/EXP/BB69_6M_1605_m100_352.1_to_352.46_EXP
1411;1411;BB69_6M_1605_m100_NM;354.588;354.812;0.7579999999999814;0.224;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2033.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_354.59_to_354.81;/BB/EXP/BB69_6M_1605_m100_354.59_to_354.81_EXP;/other/EXP/BB69_6M_1605_m100_NM_353.73_to_354.59;/other/EXP/BB69_6M_1605_m100_353.73_to_354.59_EXP
1412;1412;BB69_6M_1605_m100_NM;355.57;357.511;0.12599999999997635;1.941;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2034.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_355.57_to_357.51;/BB/EXP/BB69_6M_1605_m100_355.57_to_357.51_EXP;/other/EXP/BB69_6M_1605_m100_NM_354.81_to_355.57;/other/EXP/BB69_6M_1605_m100_354.81_to_355.57_EXP
1413;1413;BB69_6M_1605_m100_NM;357.637;357.887;5.512999999999977;0.25;EXP;B;VS;B;VS;N;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2035.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_357.64_to_357.89;/BB/EXP/BB69_6M_1605_m100_357.64_to_357.89_EXP;/other/EXP/BB69_6M_1605_m100_NM_357.51_to_357.64;/other/EXP/BB69_6M_1605_m100_357.51_to_357.64_EXP
1414;1414;BB69_6M_1605_m100_NM;363.4;364.51;13.591000000000008;1.11;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2036.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_363.4_to_364.51;/BB/EXP/BB69_6M_1605_m100_363.4_to_364.51_EXP;/other/EXP/BB69_6M_1605_m100_NM_357.89_to_363.4;/other/EXP/BB69_6M_1605_m100_357.89_to_363.4_EXP
1415;1415;BB69_6M_1605_m100_NM;378.101;378.317;2.6899999999999977;0.216;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2037.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_378.1_to_378.32;/BB/EXP/BB69_6M_1605_m100_378.1_to_378.32_EXP;/other/EXP/BB69_6M_1605_m100_NM_364.51_to_378.1;/other/EXP/BB69_6M_1605_m100_364.51_to_378.1_EXP
1416;1416;BB69_6M_1605_m100_NM;381.007;381.164;0.41700000000003;0.157;EXP;B;VS;B;VS;N;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2038.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_381.01_to_381.16;/BB/EXP/BB69_6M_1605_m100_381.01_to_381.16_EXP;/other/EXP/BB69_6M_1605_m100_NM_378.32_to_381.01;/other/EXP/BB69_6M_1605_m100_378.32_to_381.01_EXP
1417;1417;BB69_6M_1605_m100_NM;381.581;382.577;1.2900000000000205;0.996;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2039.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_381.58_to_382.58;/BB/EXP/BB69_6M_1605_m100_381.58_to_382.58_EXP;/other/EXP/BB69_6M_1605_m100_NM_381.16_to_381.58;/other/EXP/BB69_6M_1605_m100_381.16_to_381.58_EXP
1418;1418;BB69_6M_1605_m100_NM;383.867;384.366;12.477000000000032;0.499;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2040.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_383.87_to_384.37;/BB/EXP/BB69_6M_1605_m100_383.87_to_384.37_EXP;/other/EXP/BB69_6M_1605_m100_NM_382.58_to_383.87;/other/EXP/BB69_6M_1605_m100_382.58_to_383.87_EXP
1419;1419;BB69_6M_1605_m100_NM;396.843;396.968;11.325999999999965;0.125;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;2041.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_396.84_to_396.97;/BB/EXP/BB69_6M_1605_m100_396.84_to_396.97_EXP;/other/EXP/BB69_6M_1605_m100_NM_384.37_to_396.84;/other/EXP/BB69_6M_1605_m100_384.37_to_396.84_EXP
1420;1420;BB69_6M_1605_m100_NM;408.294;409.02;8.24799999999999;0.726;EXP;B;VS;T;VS;B;V;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;2042.0;69;;;m100;/BB/EXP/BB69_6M_1605_m100_NM_408.29_to_409.02;/BB/EXP/BB69_6M_1605_m100_408.29_to_409.02_EXP;/other/EXP/BB69_6M_1605_m100_NM_396.97_to_408.29;/other/EXP/BB69_6M_1605_m100_396.97_to_408.29_EXP
