;index;file;start_times;stop_times;check_timings;duration;phase;who;voc_type;category1_M;category2_M;category1_F;category2_F;agr_cat1;agr_cat2;"Garde (0;1)";"Langue entendue (F;Autre)";"Langue parlée (1;2)";"bababa (0;1;2)";"bodaga (0;1;2)";"imitation (0;1;2)";"pointer doigt (0;1)";pretend play score (x/7);social gesture score (x/7);words understood (x/139);words spoken (x/139);word spoken all;"combiner mots 0;1;2";sentiments (x/4);expressions (x/5);"Reco miroir (0;1;2)";"attire attention soi (0;1;2)";"aime/aime pas (0;1;2)";"reco photo (0;1;2)";"attire attention actions (0;1;2)";Unnamed: 34;coded;audio_order;BB;delete_group;merge_group;cond;BBvoc_NM;BBvoc_M;othersound_NM;othersound_M
2348;2348;BB99_3M_1809_p100_NM;287.807;288.23;;0.423;EXP;B;Gr;;;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;99;;;p100;/BB/EXP/BB99_3M_1809_p100_NM_287.81_to_288.23;/BB/EXP/BB99_3M_1809_p100_287.81_to_288.23_EXP;/other/EXP/BB99_3M_1809_p100_NM_287.38_to_287.81;/other/EXP/BB99_3M_1809_p100_287.38_to_287.81_EXP
2349;2349;BB100_3M_1909_m100_NM;19.4;20.07;;0.7;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_19.4_to_20.07;/BB/BL/BB100_3M_1909_m100_19.4_to_20.07_BL;none;none
2350;2350;BB100_3M_1909_m100_NM;20.36;21.98;;1.6;BL;B;Gr;;;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_20.36_to_21.98;/BB/BL/BB100_3M_1909_m100_20.36_to_21.98_BL;/other/BL/BB100_3M_1909_m100_NM_20.07_to_20.36;/other/BL/BB100_3M_1909_m100_20.07_to_20.36_BL
2351;2351;BB100_3M_1909_m100_NM;41.66;44.02;;2.4;BL;B;Cr;;;B;Cr;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_41.66_to_44.02;/BB/BL/BB100_3M_1909_m100_41.66_to_44.02_BL;/other/BL/BB100_3M_1909_m100_NM_21.98_to_41.66;/other/BL/BB100_3M_1909_m100_21.98_to_41.66_BL
2352;2352;BB100_3M_1909_m100_NM;75.77;76.16;;0.4;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_75.77_to_76.16;/BB/BL/BB100_3M_1909_m100_75.77_to_76.16_BL;/other/BL/BB100_3M_1909_m100_NM_44.02_to_75.77;/other/BL/BB100_3M_1909_m100_44.02_to_75.77_BL
2353;2353;BB100_3M_1909_m100_NM;79.51;79.9;;0.4;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_79.51_to_79.9;/BB/BL/BB100_3M_1909_m100_79.51_to_79.9_BL;/other/BL/BB100_3M_1909_m100_NM_76.16_to_79.51;/other/BL/BB100_3M_1909_m100_76.16_to_79.51_BL
2354;2354;BB100_3M_1909_m100_NM;86.67;87.13;;0.5;BL;B;W;;;B;W;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_86.67_to_87.13;/BB/BL/BB100_3M_1909_m100_86.67_to_87.13_BL;/other/BL/BB100_3M_1909_m100_NM_79.9_to_86.67;/other/BL/BB100_3M_1909_m100_79.9_to_86.67_BL
2355;2355;BB100_3M_1909_m100_NM;88.65;89.24;;0.6;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_88.65_to_89.24;/BB/BL/BB100_3M_1909_m100_88.65_to_89.24_BL;/other/BL/BB100_3M_1909_m100_NM_87.13_to_88.65;/other/BL/BB100_3M_1909_m100_87.13_to_88.65_BL
2356;2356;BB100_3M_1909_m100_NM;89.71;90.0;;0.3;BL;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_89.71_to_90.0;/BB/BL/BB100_3M_1909_m100_89.71_to_90.0_BL;/other/BL/BB100_3M_1909_m100_NM_89.24_to_89.71;/other/BL/BB100_3M_1909_m100_89.24_to_89.71_BL
2357;2357;BB100_3M_1909_m100_NM;95.14;96.35;;1.2;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_95.14_to_96.35;/BB/BL/BB100_3M_1909_m100_95.14_to_96.35_BL;/other/BL/BB100_3M_1909_m100_NM_90.0_to_95.14;/other/BL/BB100_3M_1909_m100_90.0_to_95.14_BL
2358;2358;BB100_3M_1909_m100_NM;96.88;99.2;;2.3;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_96.88_to_99.2;/BB/BL/BB100_3M_1909_m100_96.88_to_99.2_BL;/other/BL/BB100_3M_1909_m100_NM_96.35_to_96.88;/other/BL/BB100_3M_1909_m100_96.35_to_96.88_BL
2359;2359;BB100_3M_1909_m100_NM;99.47;100.22;;0.8;BL;B;Gr;;;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_99.47_to_100.22;/BB/BL/BB100_3M_1909_m100_99.47_to_100.22_BL;/other/BL/BB100_3M_1909_m100_NM_99.2_to_99.47;/other/BL/BB100_3M_1909_m100_99.2_to_99.47_BL
2360;2360;BB100_3M_1909_m100_NM;106.63;108.18;;1.6;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_106.63_to_108.18;/BB/BL/BB100_3M_1909_m100_106.63_to_108.18_BL;/other/BL/BB100_3M_1909_m100_NM_100.22_to_106.63;/other/BL/BB100_3M_1909_m100_100.22_to_106.63_BL
2361;2361;BB100_3M_1909_m100_NM;108.74;109.59;;0.9;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_108.74_to_109.59;/BB/BL/BB100_3M_1909_m100_108.74_to_109.59_BL;/other/BL/BB100_3M_1909_m100_NM_108.18_to_108.74;/other/BL/BB100_3M_1909_m100_108.18_to_108.74_BL
2362;2362;BB100_3M_1909_m100_NM;111.64;114.63;;3.0;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/BL/BB100_3M_1909_m100_NM_111.64_to_114.63;/BB/BL/BB100_3M_1909_m100_111.64_to_114.63_BL;/other/BL/BB100_3M_1909_m100_NM_109.59_to_111.64;/other/BL/BB100_3M_1909_m100_109.59_to_111.64_BL
2363;2363;BB100_3M_1909_m100_NM;118.81;119.32;;0.5;EXP;B;Gr;;;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_118.81_to_119.32;/BB/EXP/BB100_3M_1909_m100_118.81_to_119.32_EXP;/other/EXP/BB100_3M_1909_m100_NM_114.63_to_118.81;/other/EXP/BB100_3M_1909_m100_114.63_to_118.81_EXP
2364;2364;BB100_3M_1909_m100_NM;119.62;120.76;;1.1;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_119.62_to_120.76;/BB/EXP/BB100_3M_1909_m100_119.62_to_120.76_EXP;/other/EXP/BB100_3M_1909_m100_NM_119.32_to_119.62;/other/EXP/BB100_3M_1909_m100_119.32_to_119.62_EXP
2365;2365;BB100_3M_1909_m100_NM;122.28;122.5;;0.2;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_122.28_to_122.5;/BB/EXP/BB100_3M_1909_m100_122.28_to_122.5_EXP;/other/EXP/BB100_3M_1909_m100_NM_120.76_to_122.28;/other/EXP/BB100_3M_1909_m100_120.76_to_122.28_EXP
2366;2366;BB100_3M_1909_m100_NM;123.31;126.17;;2.9;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_123.31_to_126.17;/BB/EXP/BB100_3M_1909_m100_123.31_to_126.17_EXP;/other/EXP/BB100_3M_1909_m100_NM_122.5_to_123.31;/other/EXP/BB100_3M_1909_m100_122.5_to_123.31_EXP
2367;2367;BB100_3M_1909_m100_NM;126.74;130.56;;3.8;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_126.74_to_130.56;/BB/EXP/BB100_3M_1909_m100_126.74_to_130.56_EXP;/other/EXP/BB100_3M_1909_m100_NM_126.17_to_126.74;/other/EXP/BB100_3M_1909_m100_126.17_to_126.74_EXP
2368;2368;BB100_3M_1909_m100_NM;134.7;135.03;;0.3;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_134.7_to_135.03;/BB/EXP/BB100_3M_1909_m100_134.7_to_135.03_EXP;/other/EXP/BB100_3M_1909_m100_NM_130.56_to_134.7;/other/EXP/BB100_3M_1909_m100_130.56_to_134.7_EXP
2369;2369;BB100_3M_1909_m100_NM;137.36;138.28;;0.9;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_137.36_to_138.28;/BB/EXP/BB100_3M_1909_m100_137.36_to_138.28_EXP;/other/EXP/BB100_3M_1909_m100_NM_135.03_to_137.36;/other/EXP/BB100_3M_1909_m100_135.03_to_137.36_EXP
2370;2370;BB100_3M_1909_m100_NM;144.22;146.63;;2.4;EXP;B;Cr;;;B;Cr;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_144.22_to_146.63;/BB/EXP/BB100_3M_1909_m100_144.22_to_146.63_EXP;/other/EXP/BB100_3M_1909_m100_NM_138.28_to_144.22;/other/EXP/BB100_3M_1909_m100_138.28_to_144.22_EXP
2371;2371;BB100_3M_1909_m100_NM;169.1;170.02;;0.9;EXP;B;Gr;;;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_169.1_to_170.02;/BB/EXP/BB100_3M_1909_m100_169.1_to_170.02_EXP;/other/EXP/BB100_3M_1909_m100_NM_146.63_to_169.1;/other/EXP/BB100_3M_1909_m100_146.63_to_169.1_EXP
2376;2376;BB100_3M_1909_m100_NM;170.21;174.31;;0.2;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;1.0;m100;/BB/EXP/BB100_3M_1909_m100_NM_170.21_to_174.31;/BB/EXP/BB100_3M_1909_m100_170.21_to_174.31_EXP;/other/EXP/BB100_3M_1909_m100_NM_170.02_to_170.21;/other/EXP/BB100_3M_1909_m100_170.02_to_170.21_EXP
2377;2377;BB100_3M_1909_m100_NM;175.18;176.19;;1.0;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;m100;/BB/EXP/BB100_3M_1909_m100_NM_175.18_to_176.19;/BB/EXP/BB100_3M_1909_m100_175.18_to_176.19_EXP;/other/EXP/BB100_3M_1909_m100_NM_174.31_to_175.18;/other/EXP/BB100_3M_1909_m100_174.31_to_175.18_EXP
2378;2378;BB103_3M_0210_p100_NM;0.497011;1.506325;;1.009314;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_0.5_to_1.51;/BB/BL/BB103_3M_0210_p100_0.5_to_1.51_BL;none;none
2379;2379;BB103_3M_0210_p100_NM;2.34742;3.142637;;0.795217;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_2.35_to_3.14;/BB/BL/BB103_3M_0210_p100_2.35_to_3.14_BL;/other/BL/BB103_3M_0210_p100_NM_1.51_to_2.35;/other/BL/BB103_3M_0210_p100_1.51_to_2.35_BL
2380;2380;BB103_3M_0210_p100_NM;5.94119;6.713468;;0.772278;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_5.94_to_6.71;/BB/BL/BB103_3M_0210_p100_5.94_to_6.71_BL;/other/BL/BB103_3M_0210_p100_NM_3.14_to_5.94;/other/BL/BB103_3M_0210_p100_3.14_to_5.94_BL
2381;2381;BB103_3M_0210_p100_NM;11.270674;12.432914;;1.16224;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_11.27_to_12.43;/BB/BL/BB103_3M_0210_p100_11.27_to_12.43_BL;/other/BL/BB103_3M_0210_p100_NM_6.71_to_11.27;/other/BL/BB103_3M_0210_p100_6.71_to_11.27_BL
2382;2382;BB103_3M_0210_p100_NM;13.014035;13.923946;;0.909911;BL;B;Gr;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_13.01_to_13.92;/BB/BL/BB103_3M_0210_p100_13.01_to_13.92_BL;/other/BL/BB103_3M_0210_p100_NM_12.43_to_13.01;/other/BL/BB103_3M_0210_p100_12.43_to_13.01_BL
2383;2383;BB103_3M_0210_p100_NM;14.895029;15.789648;;0.894619;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_14.9_to_15.79;/BB/BL/BB103_3M_0210_p100_14.9_to_15.79_BL;/other/BL/BB103_3M_0210_p100_NM_13.92_to_14.9;/other/BL/BB103_3M_0210_p100_13.92_to_14.9_BL
2384;2384;BB103_3M_0210_p100_NM;19.406357;20.109818;;0.703461;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_19.41_to_20.11;/BB/BL/BB103_3M_0210_p100_19.41_to_20.11_BL;/other/BL/BB103_3M_0210_p100_NM_15.79_to_19.41;/other/BL/BB103_3M_0210_p100_15.79_to_19.41_BL
2385;2385;BB103_3M_0210_p100_NM;24.537037;24.712902;;0.175865;BL;B;VS;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_24.54_to_24.71;/BB/BL/BB103_3M_0210_p100_24.54_to_24.71_BL;/other/BL/BB103_3M_0210_p100_NM_20.11_to_24.54;/other/BL/BB103_3M_0210_p100_20.11_to_24.54_BL
2386;2386;BB103_3M_0210_p100_NM;26.968566;27.350882;;0.382316;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_26.97_to_27.35;/BB/BL/BB103_3M_0210_p100_26.97_to_27.35_BL;/other/BL/BB103_3M_0210_p100_NM_24.71_to_26.97;/other/BL/BB103_3M_0210_p100_24.71_to_26.97_BL
2387;2387;BB103_3M_0210_p100_NM;27.603211;27.985527;;0.382316;BL;B;Gr;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_27.6_to_27.99;/BB/BL/BB103_3M_0210_p100_27.6_to_27.99_BL;/other/BL/BB103_3M_0210_p100_NM_27.35_to_27.6;/other/BL/BB103_3M_0210_p100_27.35_to_27.6_BL
2388;2388;BB103_3M_0210_p100_NM;28.161392;28.765451;;0.604059;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_28.16_to_28.77;/BB/BL/BB103_3M_0210_p100_28.16_to_28.77_BL;/other/BL/BB103_3M_0210_p100_NM_27.99_to_28.16;/other/BL/BB103_3M_0210_p100_27.99_to_28.16_BL
2389;2389;BB103_3M_0210_p100_NM;28.971902;30.004155;;1.032253;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_28.97_to_30.0;/BB/BL/BB103_3M_0210_p100_28.97_to_30.0_BL;/other/BL/BB103_3M_0210_p100_NM_28.77_to_28.97;/other/BL/BB103_3M_0210_p100_28.77_to_28.97_BL
2390;2390;BB103_3M_0210_p100_NM;30.677031;31.778101;;1.10107;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_30.68_to_31.78;/BB/BL/BB103_3M_0210_p100_30.68_to_31.78_BL;/other/BL/BB103_3M_0210_p100_NM_30.0_to_30.68;/other/BL/BB103_3M_0210_p100_30.0_to_30.68_BL
2391;2391;BB103_3M_0210_p100_NM;32.267465;33.085621;;0.818156;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_32.27_to_33.09;/BB/BL/BB103_3M_0210_p100_32.27_to_33.09_BL;/other/BL/BB103_3M_0210_p100_NM_31.78_to_32.27;/other/BL/BB103_3M_0210_p100_31.78_to_32.27_BL
2392;2392;BB103_3M_0210_p100_NM;34.232569;35.134835;;0.902266;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_34.23_to_35.13;/BB/BL/BB103_3M_0210_p100_34.23_to_35.13_BL;/other/BL/BB103_3M_0210_p100_NM_33.09_to_34.23;/other/BL/BB103_3M_0210_p100_33.09_to_34.23_BL
2393;2393;BB103_3M_0210_p100_NM;36.878195;37.856924;;0.978729;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_36.88_to_37.86;/BB/BL/BB103_3M_0210_p100_36.88_to_37.86_BL;/other/BL/BB103_3M_0210_p100_NM_35.13_to_36.88;/other/BL/BB103_3M_0210_p100_35.13_to_36.88_BL
2394;2394;BB103_3M_0210_p100_NM;38.392166;38.575678;;0.183512;BL;B;Gr;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_38.39_to_38.58;/BB/BL/BB103_3M_0210_p100_38.39_to_38.58_BL;/other/BL/BB103_3M_0210_p100_NM_37.86_to_38.39;/other/BL/BB103_3M_0210_p100_37.86_to_38.39_BL
2395;2395;BB103_3M_0210_p100_NM;38.980933;39.967308;;0.986375;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_38.98_to_39.97;/BB/BL/BB103_3M_0210_p100_38.98_to_39.97_BL;/other/BL/BB103_3M_0210_p100_NM_38.58_to_38.98;/other/BL/BB103_3M_0210_p100_38.58_to_38.98_BL
2396;2396;BB103_3M_0210_p100_NM;40.020832;40.861927;;0.841095;BL;B;V;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_40.02_to_40.86;/BB/BL/BB103_3M_0210_p100_40.02_to_40.86_BL;/other/BL/BB103_3M_0210_p100_NM_39.97_to_40.02;/other/BL/BB103_3M_0210_p100_39.97_to_40.02_BL
2397;2397;BB103_3M_0210_p100_NM;41.725961;42.93408;;1.208119;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_41.73_to_42.93;/BB/BL/BB103_3M_0210_p100_41.73_to_42.93_BL;/other/BL/BB103_3M_0210_p100_NM_40.86_to_41.73;/other/BL/BB103_3M_0210_p100_40.86_to_41.73_BL
2398;2398;BB103_3M_0210_p100_NM;45.770864;46.780178;;1.009314;BL;B;pB;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_45.77_to_46.78;/BB/BL/BB103_3M_0210_p100_45.77_to_46.78_BL;/other/BL/BB103_3M_0210_p100_NM_42.93_to_45.77;/other/BL/BB103_3M_0210_p100_42.93_to_45.77_BL
2399;2399;BB103_3M_0210_p100_NM;47.713029;48.118284;;0.405255;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_47.71_to_48.12;/BB/BL/BB103_3M_0210_p100_47.71_to_48.12_BL;/other/BL/BB103_3M_0210_p100_NM_46.78_to_47.71;/other/BL/BB103_3M_0210_p100_46.78_to_47.71_BL
2400;2400;BB103_3M_0210_p100_NM;50.565106;50.695093;;0.129987;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_50.57_to_50.7;/BB/BL/BB103_3M_0210_p100_50.57_to_50.7_BL;/other/BL/BB103_3M_0210_p100_NM_48.12_to_50.57;/other/BL/BB103_3M_0210_p100_48.12_to_50.57_BL
2401;2401;BB103_3M_0210_p100_NM;52.23965;52.400222;;0.160572;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_52.24_to_52.4;/BB/BL/BB103_3M_0210_p100_52.24_to_52.4_BL;/other/BL/BB103_3M_0210_p100_NM_50.7_to_52.24;/other/BL/BB103_3M_0210_p100_50.7_to_52.24_BL
2402;2402;BB103_3M_0210_p100_NM;56.03987;56.758624;;0.718754;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_56.04_to_56.76;/BB/BL/BB103_3M_0210_p100_56.04_to_56.76_BL;/other/BL/BB103_3M_0210_p100_NM_52.4_to_56.04;/other/BL/BB103_3M_0210_p100_52.4_to_56.04_BL
2403;2403;BB103_3M_0210_p100_NM;58.219071;59.366019;;1.146948;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_58.22_to_59.37;/BB/BL/BB103_3M_0210_p100_58.22_to_59.37_BL;/other/BL/BB103_3M_0210_p100_NM_56.76_to_58.22;/other/BL/BB103_3M_0210_p100_56.76_to_58.22_BL
2404;2404;BB103_3M_0210_p100_NM;60.719417;61.736378;;1.016961;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_60.72_to_61.74;/BB/BL/BB103_3M_0210_p100_60.72_to_61.74_BL;/other/BL/BB103_3M_0210_p100_NM_59.37_to_60.72;/other/BL/BB103_3M_0210_p100_59.37_to_60.72_BL
2405;2405;BB103_3M_0210_p100_NM;61.774609;62.111047;;0.336438;BL;B;Gr;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_61.77_to_62.11;/BB/BL/BB103_3M_0210_p100_61.77_to_62.11_BL;/other/BL/BB103_3M_0210_p100_NM_61.74_to_61.77;/other/BL/BB103_3M_0210_p100_61.74_to_61.77_BL
2406;2406;BB103_3M_0210_p100_NM;62.172218;63.105069;;0.932851;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_62.17_to_63.11;/BB/BL/BB103_3M_0210_p100_62.17_to_63.11_BL;/other/BL/BB103_3M_0210_p100_NM_62.11_to_62.17;/other/BL/BB103_3M_0210_p100_62.11_to_62.17_BL
2407;2407;BB103_3M_0210_p100_NM;63.647957;64.626686;;0.978729;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_63.65_to_64.63;/BB/BL/BB103_3M_0210_p100_63.65_to_64.63_BL;/other/BL/BB103_3M_0210_p100_NM_63.11_to_63.65;/other/BL/BB103_3M_0210_p100_63.11_to_63.65_BL
2408;2408;BB103_3M_0210_p100_NM;65.636;66.033609;;0.397609;BL;B;pB;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_65.64_to_66.03;/BB/BL/BB103_3M_0210_p100_65.64_to_66.03_BL;/other/BL/BB103_3M_0210_p100_NM_64.63_to_65.64;/other/BL/BB103_3M_0210_p100_64.63_to_65.64_BL
2409;2409;BB103_3M_0210_p100_NM;67.807555;68.663942;;0.856387;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_67.81_to_68.66;/BB/BL/BB103_3M_0210_p100_67.81_to_68.66_BL;/other/BL/BB103_3M_0210_p100_NM_66.03_to_67.81;/other/BL/BB103_3M_0210_p100_66.03_to_67.81_BL
2410;2410;BB103_3M_0210_p100_NM;70.338486;71.508373;;1.169887;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_70.34_to_71.51;/BB/BL/BB103_3M_0210_p100_70.34_to_71.51_BL;/other/BL/BB103_3M_0210_p100_NM_68.66_to_70.34;/other/BL/BB103_3M_0210_p100_68.66_to_70.34_BL
2411;2411;BB103_3M_0210_p100_NM;75.652678;76.822564;;1.169886;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_75.65_to_76.82;/BB/BL/BB103_3M_0210_p100_75.65_to_76.82_BL;/other/BL/BB103_3M_0210_p100_NM_71.51_to_75.65;/other/BL/BB103_3M_0210_p100_71.51_to_75.65_BL
2412;2412;BB103_3M_0210_p100_NM;77.235466;79.185277;;1.949811;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_77.24_to_79.19;/BB/BL/BB103_3M_0210_p100_77.24_to_79.19_BL;/other/BL/BB103_3M_0210_p100_NM_76.82_to_77.24;/other/BL/BB103_3M_0210_p100_76.82_to_77.24_BL
2413;2413;BB103_3M_0210_p100_NM;85.654063;86.808657;;1.154594;BL;B;pB;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_85.65_to_86.81;/BB/BL/BB103_3M_0210_p100_85.65_to_86.81_BL;/other/BL/BB103_3M_0210_p100_NM_79.19_to_85.65;/other/BL/BB103_3M_0210_p100_79.19_to_85.65_BL
2414;2414;BB103_3M_0210_p100_NM;87.099217;88.261457;;1.16224;BL;M;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_87.1_to_88.26;/BB/BL/BB103_3M_0210_p100_87.1_to_88.26_BL;/other/BL/BB103_3M_0210_p100_NM_86.81_to_87.1;/other/BL/BB103_3M_0210_p100_86.81_to_87.1_BL
2415;2415;BB103_3M_0210_p100_NM;89.416051;89.744843;;0.328792;BL;B;L;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;p100;/BB/BL/BB103_3M_0210_p100_NM_89.42_to_89.74;/BB/BL/BB103_3M_0210_p100_89.42_to_89.74_BL;/other/BL/BB103_3M_0210_p100_NM_88.26_to_89.42;/other/BL/BB103_3M_0210_p100_88.26_to_89.42_BL
